England and Wales, Total Population, Life expectancy at birth (period, 1x5)     Last modified: 03-Nov-2010, MPv5 (May07)

  Year        Female   Male    Total
1841-1844      42.54   40.59   41.65
1845-1849      40.37   38.43   39.48
1850-1854      41.93   39.88   40.97
1855-1859      42.34   40.29   41.38
1860-1864      42.75   40.35   41.61
1865-1869      42.81   40.03   41.47
1870-1874      43.75   40.59   42.24
1875-1879      45.13   41.77   43.50
1880-1884      46.44   43.31   44.95
1885-1889      47.52   44.34   45.98
1890-1894      47.14   43.79   45.53
1895-1899      48.39   44.86   46.68
1900-1904      50.43   46.60   48.57
1905-1909      53.28   49.53   51.45
1910-1914      55.44   50.84   53.17
1915-1919      55.00   40.32   46.87
1920-1924      60.14   56.09   58.22
1925-1929      61.32   57.26   59.38
1930-1934      63.10   59.01   61.18
1935-1939      65.12   60.79   63.06
1940-1944      66.30   58.24   62.21
1945-1949      69.79   63.26   66.55
1950-1954      72.10   66.89   69.62
1955-1959      73.54   67.86   70.84
1960-1964      74.15   68.16   71.28
1965-1969      74.94   68.69   71.98
1970-1974      75.42   69.18   72.45
1975-1979      76.15   70.03   73.26
1980-1984      77.23   71.29   74.46
1985-1989      78.00   72.32   75.37
1990-1994      79.01   73.58   76.52
1995-1999      79.72   74.71   77.43
2000-2004      80.75   76.24   78.69
2005-2009      81.89   77.74   79.98
