Total live births by birth order
Last modified: 25/09/2014
Code Year         Total            B1            B2            B3            B4           B5p
DEUTE  1963     301471.99     120410.71      85662.16      45504.68      23403.20      26491.15
DEUTE  1964     291867.00     112727.02      84830.53      44546.18      22853.01      26910.32
DEUTE  1965     281057.97     106052.27      83119.61      43509.26      22510.25      25866.49
DEUTE  1966     267957.99      99607.07      81035.90      43423.95      21716.68      22174.39
DEUTE  1967     252817.02      96316.07      76668.02      40725.17      20055.27      19052.43
DEUTE  1968     245142.99      95975.39      74039.97      38884.68      19192.18      17050.82
DEUTE  1969     238909.98      99137.84      71887.89      36489.81      16901.36      14493.10
DEUTE  1970     236929.00     105063.78      70808.07      33641.42      14823.48      12592.29
DEUTE  1971     234870.02     108835.96      70023.37      31396.53      13346.44      11267.63
DEUTE  1972     200443.01     104432.00      58464.69      21364.55       8487.03       7694.71
DEUTE  1973     180336.02     104459.51      52420.77      13138.45       4828.92       5488.31
DEUTE  1974     179127.00     105182.25      53024.93      12068.00       4259.71       4592.06
DEUTE  1975     181798.05     106642.48      56011.02      11435.48       3920.20       3788.80
DEUTE  1976     195482.99     112583.33      63215.88      12219.90       3938.72       3525.08
DEUTE  1977     223152.00     120926.68      79625.57      14642.99       4414.60       3542.22
DEUTE  1978     232151.01     125057.99      83640.24      15734.05       4524.87       3193.98
DEUTE  1979     235233.02     126627.72      84647.55      16370.41       4590.67       2996.70
DEUTE  1980     245132.02     132191.21      87141.89      18012.80       4889.32       2896.78
DEUTE  1981     237543.03     125671.93      86080.78      17991.34       4873.77       2925.17
DEUTE  1982     240102.00     124548.44      88224.28      19406.42       5167.93       2754.82
DEUTE  1983     233756.01     120224.92      85571.80      19831.89       5289.70       2837.61
DEUTE  1984     228134.99     115543.56      84222.41      20257.02       5218.70       2893.29
DEUTE  1985     227648.01     110465.93      84426.01      23948.89       5696.00       3111.14
DEUTE  1986     222268.99     106835.27      83137.37      23210.30       5913.65       3172.38
DEUTE  1987     225959.01     104494.35      86212.57      25346.03       6410.10       3496.01
DEUTE  1988     215734.01      99026.57      82689.15      24297.51       6256.04       3464.65
DEUTE  1989     198921.98      91299.49      75364.72      22641.77       6088.34       3527.68
DEUTE  2009      99641.98      51390.98      33726.00       9738.99       2967.00       1819.00
DEUTE  2010     102209.01      52015.00      35211.00      10123.00       3027.00       1833.00
HUN  1952     185819.99      73278.98      51854.04      26035.01      13685.94      20965.98
HUN  1953     206925.97      77751.04      58733.01      31963.00      16135.02      22344.03
HUN  1954     223347.03      78880.02      66502.99      35317.97      18253.01      24392.98
HUN  1955     210430.01      78656.03      62046.05      31516.98      16286.02      21924.97
HUN  1956     192809.95      74937.04      56445.99      28032.02      14459.00      18935.96
HUN  1957     167201.97      71370.03      48702.01      21225.98      10403.01      15501.04
HUN  1958     158427.98      68849.98      47438.96      19353.00       9191.02      13595.02
HUN  1959     151194.03      66353.47      45113.93      18170.59       8682.41      12873.67
HUN  1960     146460.99      64406.85      42970.49      18633.43       8296.09      12154.06
HUN  1961     140365.04      63153.03      40794.98      17264.03       7844.01      11308.98
HUN  1962     130053.01      59083.98      37681.01      15592.99       7263.98      10430.98
HUN  1963     132335.00      59596.00      39955.99      15338.00       7076.00      10369.00
HUN  1964     132141.01      62823.01      39198.99      14260.00       6516.00       9343.00
HUN  1965     133009.00      64892.00      39769.99      13472.00       5982.00       8893.00
HUN  1966     138489.00      68238.01      42956.99      12782.00       5799.00       8713.00
HUN  1967     148885.99      72503.99      48343.00      13705.00       5777.00       8557.00
HUN  1968     154419.00      74734.00      51908.00      13953.00       5628.00       8196.00
HUN  1969     154318.01      75870.00      51602.00      13695.00       5341.00       7810.00
HUN  1970     151819.00      74903.00      51173.00      13439.00       5076.00       7228.00
HUN  1971     150640.00      74487.00      50851.00      13317.00       4945.00       7040.00
HUN  1972     153265.00      75410.00      52771.00      13421.00       4859.00       6804.00
HUN  1973     156223.00      76401.00      53623.00      14789.00       4913.00       6497.00
HUN  1974     186288.00      82967.00      71338.00      19579.00       5692.00       6712.00
HUN  1975     194240.00      84681.00      76839.00      20849.00       5729.00       6142.00
HUN  1976     185405.00      83867.00      71777.00      19164.00       5243.00       5354.00
HUN  1977     177574.00      79883.00      69125.00      18564.00       4947.00       5055.00
HUN  1978     168160.00      76428.00      65799.00      16994.00       4547.00       4392.00
HUN  1979     160364.00      73363.00      62313.00      16072.00       4360.00       4256.00
HUN  1980     148673.00      67650.00      57756.00      15150.00       4173.00       3944.00
HUN  1981     142890.00      63971.00      55042.00      15956.00       4226.00       3695.00
HUN  1982     133559.00      60268.00      51219.00      14667.00       4041.00       3364.00
HUN  1983     127258.00      57707.00      48527.00      13912.00       3880.00       3232.00
HUN  1984     125359.00      57909.00      47019.00      13347.00       3835.00       3249.00
HUN  1985     130200.00      58359.00      48896.00      15091.00       4352.00       3502.00
HUN  1986     128204.00      56066.00      48812.00      15325.00       4516.00       3485.00
HUN  1987     125840.00      55285.00      47107.00      15336.00       4608.00       3504.00
HUN  1988     124296.00      55216.00      45289.00      15572.00       4554.00       3665.00
HUN  1989     123304.00      53964.00      44941.00      16195.00       4711.00       3493.00
HUN  1990     125679.00      55574.00      44856.00      16898.00       4801.00       3550.00
HUN  1991     127207.00      56795.00      45034.00      16507.00       5016.00       3855.00
HUN  1992     121724.00      53942.00      42777.00      16028.00       5132.00       3845.00
HUN  1993     117033.00      51037.00      40621.00      16213.00       5223.00       3939.00
HUN  1994     115598.00      49891.00      38828.00      17367.00       5366.00       4146.00
HUN  1995     112054.00      48395.00      38381.00      16165.00       5047.00       4066.00
HUN  1996     105272.00      46920.00      35277.00      14148.00       4800.00       4127.00
HUN  1997     100350.00      44587.00      32801.00      13864.00       4880.00       4218.00
HUN  1998      97300.00      43546.00      32118.00      13195.00       4540.00       3901.00
HUN  1999      94645.00      42764.00      30666.00      13017.00       4393.00       3805.00
HUN  2000      97597.00      44012.00      31586.00      13521.00       4545.00       3933.00
HUN  2001      97047.00      43094.00      31017.00      14148.00       4718.00       4070.00
HUN  2002      96804.00      43684.00      31095.00      13408.00       4628.00       3989.00
HUN  2003      94647.00      42961.00      30529.00      13005.00       4411.00       3741.00
HUN  2004      95137.00      44436.00      30225.00      12537.00       4257.00       3682.00
HUN  2005      97496.00      45388.00      31358.00      12745.00       4318.00       3687.00
HUN  2006      99871.00      45794.00      32973.00      13019.00       4443.00       3642.00
HUN  2007      97613.00      45270.00      32122.00      12496.00       4123.00       3602.00
HUN  2008      99149.00      46078.00      32347.00      12571.00       4403.00       3750.00
HUN  2009      96442.00      45022.00      32009.00      11864.00       4073.00       3474.00
ISL  1990       4768.00       1721.00       1473.00       1055.00        401.00        118.00
ISL  1991       4533.00       1626.00       1392.00       1007.00        388.00        120.00
ISL  1992       4609.00       1681.00       1430.00       1005.00        364.00        129.00
ISL  1993       4623.00       1616.00       1520.00        988.00        371.00        128.00
ISL  1994       4442.00       1594.00       1403.00       1011.00        322.00        112.00
ISL  1995       4280.00       1583.00       1329.00        976.00        289.00        103.00
ISL  1996       4329.00       1536.00       1484.00        894.00        315.00        100.00
ISL  1997       4151.00       1622.00       1322.00        827.00        299.00         81.00
ISL  1998       4178.00       1600.00       1401.00        795.00        287.00         95.00
ISL  1999       4100.00       1599.00       1364.00        796.00        258.00         83.00
ISL  2000       4315.00       1773.00       1382.00        832.00        263.00         65.00
ISL  2001       4091.00       1681.00       1317.00        780.00        242.00         71.00
ISL  2002       4049.00       1579.00       1441.00        724.00        241.00         64.00
ISL  2003       4143.00       1664.00       1435.00        765.00        213.00         66.00
ISL  2004       4234.00       1621.00       1530.00        816.00        217.00         50.00
ISL  2005       4280.00       1665.00       1542.00        799.00        206.00         68.00
ISL  2006       4415.45       1782.45       1536.00        832.00        198.00         67.00
ISL  2007       4560.55       1836.55       1594.00        846.00        229.00         55.00
ISL  2008       4835.00       1936.00       1687.00        907.00        242.00         63.00
ISL  2009       5025.00       2004.00       1702.00        993.00        268.00         58.00
ISL  2010       4907.00       1911.00       1634.00       1046.00        265.00         51.00
JPN  1968    1871839.03     864608.99     735209.01     216223.06      38952.01      16845.98
JPN  1969    1889814.99     855063.00     744060.03     234589.02      40163.03      15940.03
JPN  1970    1934239.05     878978.99     753834.00     245824.00      40207.00      15395.02
JPN  1971    2000972.98     901167.00     781587.96     261751.02      41657.01      14810.00
JPN  1972    2038681.99     936388.01     776654.05     268327.00      42406.00      14907.00
JPN  1973    2091982.98     950464.03     796254.04     283619.02      45538.00      16108.00
JPN  1974    2029988.98     925770.04     785071.00     263568.01      41241.99      14338.00
JPN  1975    1901439.98     862356.02     767668.99     224576.00      33994.01      12845.00
JPN  1976    1832617.04     804685.06     762463.02     221239.03      32327.01      11903.00
JPN  1977    1755100.01     745787.99     742815.01     224032.02      31177.98      11287.01
JPN  1978    1708643.01     711484.00     725470.01     230539.01      30666.02      10484.00
JPN  1979    1642580.00     684319.99     685669.02     232713.01      30194.99       9682.99
JPN  1980    1576888.97     667683.04     642573.02     227604.00      29901.01       9128.00
JPN  1981    1529454.96     656797.02     610456.96     223127.99      30182.99       8890.00
JPN  1982    1515392.01     648833.00     600436.00     225574.01      31454.00       9095.00
JPN  1983    1508686.98     649084.99     589743.00     228364.00      32513.00       8982.00
JPN  1984    1489779.97     634456.02     581933.03     230431.97      33734.02       9224.98
JPN  1985    1431577.00     602005.00     562920.01     225304.00      32596.99       8750.98
JPN  1986    1382945.99     585538.00     539101.99     217742.01      32186.03       8378.00
JPN  1987    1346658.03     569887.00     523798.95     214026.02      30960.99       7985.02
JPN  1988    1314006.03     554399.98     509040.02     211316.98      31336.01       7913.01
JPN  1989    1246802.01     535128.04     475021.96     199026.99      30203.99       7420.97
JPN  1990    1221585.00     531647.95     459569.00     192788.01      30453.03       7127.01
JPN  1991    1223245.00     551924.03     450106.98     184892.99      29202.95       7118.00
JPN  1992    1208989.05     556418.00     441635.00     175311.01      28714.97       6910.01
JPN  1993    1188282.04     557995.01     431228.01     165279.00      27082.00       6698.01
JPN  1994    1238328.00     589345.99     446863.99     166554.00      28314.00       7250.01
JPN  1995    1187064.04     567530.02     428393.99     156585.95      27556.02       6998.02
JPN  1996    1206554.97     574054.03     444570.99     154457.00      26531.98       6941.01
JPN  1997    1191665.02     571607.98     437119.95     150256.99      25845.03       6835.01
JPN  1998    1203147.01     583588.03     439459.01     148163.00      25229.99       6707.00
JPN  1999    1177669.02     579149.98     427385.03     140681.99      23738.00       6714.00
JPN  2000    1190547.03     583220.03     434964.00     141010.99      24644.01       6707.97
JPN  2001    1170662.02     573918.02     428196.99     137813.96      24058.02       6674.99
JPN  2002    1153854.97     571500.98     421042.01     131636.02      23037.00       6639.01
JPN  2003    1123610.00     547170.03     419100.03     128082.98      22615.02       6642.00
JPN  2004    1110721.06     537913.05     417647.01     126116.99      22457.98       6586.01
JPN  2005    1062530.00     512412.05     399307.02     122501.02      21840.99       6469.00
JPN  2006    1092674.04     524581.02     408531.00     129555.02      23163.99       6843.00
JPN  2007    1089818.00     519766.99     403656.04     134951.00      24203.00       7240.99
JPN  2008    1091156.00     517724.01     402152.02     137945.02      25804.02       7531.00
JPN  2009    1070035.00     512741.99     390072.99     134171.02      25302.99       7746.00
LTU  1970      55519.00      25205.01      17917.40       6761.23       2820.14       2815.18
LTU  1971      56044.01      25276.01      18591.97       6726.01       2719.99       2730.04
LTU  1972      54616.00      24409.03      18419.99       6609.99       2630.01       2546.98
LTU  1973      51943.99      23347.98      17752.96       6088.98       2354.03       2399.98
LTU  1974      51941.00      23498.96      17969.03       5831.98       2307.00       2333.97
LTU  1975      51765.99      23611.98      17869.01       5883.08       2186.99       2214.99
LTU  1976      52295.99      23918.99      18212.00       5743.99       2229.96       2190.99
LTU  1977      52166.00      24124.98      18163.00       5808.01       2014.00       2055.97
LTU  1978      51820.99      24748.00      17869.00       5300.00       1956.00       1948.00
LTU  1979      51936.96      25061.97      17904.99       5190.94       1899.01       1880.01
LTU  1980      51764.97      25532.59      17753.59       4993.59       1745.64       1739.57
LTU  1981      52248.98      25659.98      18113.00       5087.00       1711.00       1678.00
LTU  1982      53141.00      25660.00      18499.00       5450.00       1818.00       1714.00
LTU  1983      57589.00      26748.01      21405.00       5769.00       1929.00       1738.00
LTU  1984      57575.98      27055.98      20970.00       5936.00       1898.00       1716.00
LTU  1985      58453.99      27836.99      21330.00       5924.00       1797.00       1566.00
LTU  1986      59705.00      27848.00      22261.00       6170.00       1821.00       1605.00
LTU  1987      59360.00      28010.76      21852.59       6097.72       1901.71       1497.19
LTU  1988      56726.99      27076.43      21010.30       5621.18       1621.02       1398.01
LTU  1989      55781.97      26932.53      20380.66       5556.31       1615.15       1297.30
LTU  1990      56867.99      27239.77      20595.16       6149.98       1683.02       1200.12
LTU  1991      56018.99      27803.98      19466.97       5934.98       1628.00       1185.02
LTU  1992      54417.00      27127.60      18667.15       5800.17       1673.01       1148.99
LTU  1993      47464.01      23679.94      16488.54       4813.67       1438.73       1042.99
LTU  1994      42375.97      21364.40      14523.70       4204.41       1353.28        930.18
LTU  1995      41194.99      20673.05      14264.83       4007.10       1288.57        961.40
LTU  1996      39065.99      19225.44      13737.13       3897.58       1191.89       1013.88
LTU  1997      37811.97      18246.66      13377.44       3881.77       1262.37       1043.71
LTU  1998      37018.98      17210.66      13293.94       4045.93       1357.21       1111.17
LTU  1999      36414.98      16908.95      12726.33       4235.77       1416.08       1127.87
LTU  2000      34148.98      15988.44      11663.86       4001.01       1367.36       1128.20
LTU  2001      31185.01      14645.00      10683.76       3480.75       1255.21       1120.32
LTU  2002      29541.00      14339.01       9988.68       3091.89       1103.17       1018.22
LTU  2003      29976.99      14598.66       9983.30       3261.05       1103.46       1030.47
LTU  2004      29768.96      14817.97       9910.80       3025.73       1033.21        981.19
LTU  2005      29509.99      14440.97      10051.00       3025.99       1039.00        953.00
LTU  2006      29606.01      14955.97      10079.00       2839.00        804.00        928.00
LTU  2007      30020.00      15473.00      10101.00       2869.00        874.00        703.00
LTU  2008      31535.98      16077.44      10981.41       2944.39        808.38        724.35
LTU  2009      32164.97      15868.63      11555.87       3203.58        803.41        733.42
LTU  2010      30675.98      14306.06      11684.51       3207.27        792.06        686.03
LTU  2011      30268.00      14067.59      11570.65       3204.30        810.75        614.69
NLD  1950     229718.02      62373.01      56399.00      39183.01      25110.00      46653.01
NLD  1951     228407.02      64301.01      54907.00      38459.00      25128.00      45612.01
NLD  1952     231888.00      67992.00      54982.00      38141.00      25305.00      45467.99
NLD  1953     227964.01      65933.00      55623.00      37664.01      24654.99      44089.01
NLD  1954     228172.99      66458.00      56692.01      37338.00      24121.00      43563.99
NLD  1955     229221.99      68443.00      56654.01      37823.00      24237.00      42064.99
NLD  1956     231492.00      70117.01      58050.00      37346.99      23894.00      42084.00
NLD  1957     233891.99      72540.00      59466.00      37828.00      23508.01      40550.00
NLD  1958     236859.00      74821.03      60882.00      38041.00      23382.00      39733.00
NLD  1959     242517.99      76420.00      64416.00      39073.00      23403.00      39206.00
NLD  1960     239128.01      74486.00      64779.00      39735.00      22792.00      37336.01
NLD  1961     247407.00      77577.01      67152.00      41793.00      24012.01      36872.98
NLD  1962     246149.99      79152.00      66954.00      41503.00      23483.00      35058.00
NLD  1963     249878.99      80776.00      69214.00      42269.00      23802.00      33817.99
NLD  1964     250913.98      83511.98      70157.00      42748.00      23352.00      31145.00
NLD  1965     245216.01      86598.00      69786.00      40497.00      21452.00      26883.01
NLD  1966     239610.99      89396.99      70477.00      38199.00      19157.00      22381.00
NLD  1967     238678.00      93373.00      72096.00      36448.00      17471.00      19290.00
NLD  1968     237112.00      94222.00      74292.01      35484.00      16365.00      16749.00
NLD  1969     247587.99      96717.00      80304.99      38099.02      16421.00      16046.00
NLD  1970     238912.01      93167.00      80091.00      36879.01      14869.00      13906.00
NLD  1971     227180.00      91765.98      77837.99      33441.00      12895.00      11240.00
NLD  1972     214133.02      90338.00      76593.01      28500.00      10277.00       8424.98
NLD  1973     194992.99      84363.00      72954.00      23309.99       7859.00       6507.00
NLD  1974     185982.01      81121.99      72588.99      20948.00       6306.00       5017.00
NLD  1975     177876.01      77995.01      70411.00      19457.00       5700.00       4313.00
NLD  1976     177089.99      76464.99      70789.01      20136.00       5564.00       4136.02
NLD  1977     173296.00      74026.00      69289.00      20474.99       5552.00       3954.00
NLD  1978     175550.00      74971.00      69222.01      21923.00       5589.00       3845.00
NLD  1979     174978.99      75894.00      66510.00      22753.00       5837.00       3984.99
NLD  1980     181294.02      78102.98      67228.01      24985.00       6571.98       4406.00
NLD  1981     178569.01      76367.99      65496.99      25169.00       6931.00       4603.99
NLD  1982     172071.01      73444.99      62511.99      24364.00       7011.00       4739.00
NLD  1983     170246.00      74602.02      60638.00      23426.00       6815.00       4765.00
NLD  1984     174435.99      78076.00      60726.98      23866.00       6988.99       4777.99
NLD  1985     178136.01      78392.00      63184.00      24507.00       7189.01       4863.99
NLD  1986     184513.01      80380.00      66218.00      25560.00       7324.01       5030.98
NLD  1987     186666.99      81711.98      66588.01      25731.00       7508.99       5126.99
NLD  1988     186647.01      83209.01      65216.01      25601.00       7435.00       5186.00
NLD  1989     188978.99      83683.99      66292.00      26246.99       7666.00       5090.00
NLD  1990     197965.00      89237.00      68192.98      27473.99       7839.99       5221.01
NLD  1991     198665.00      90011.00      68892.01      26965.00       7737.00       5060.00
NLD  1992     196734.00      87147.01      69696.01      27006.99       7821.00       5063.01
NLD  1993     195748.01      86888.01      70237.01      26396.01       7672.01       4555.00
NLD  1994     195611.03      86999.02      69798.01      26652.01       7577.00       4585.01
NLD  1995     190512.99      85030.00      69610.98      24861.00       6963.00       4048.01
NLD  1996     189521.00      85792.02      68333.99      24631.00       6783.02       3981.00
NLD  1997     192443.00      89322.01      68173.00      24238.00       6810.00       3900.00
NLD  1998     199407.98      93875.99      69877.00      24970.03       6769.00       3916.01
NLD  1999     200445.02      93815.02      71289.01      24840.00       7144.01       3357.01
NLD  2000     206618.98      95972.00      74014.00      25685.00       7950.00       2998.00
NLD  2001     202602.99      93695.01      73533.00      24896.00       6801.00       3677.99
NLD  2002     202082.99      92199.01      74402.99      25311.99       6735.00       3434.00
NLD  2003     200297.00      91119.99      73952.01      25299.01       6489.00       3436.99
NLD  2004     194007.00      88432.00      71462.01      24517.99       6357.01       3238.00
NLD  2005     187910.02      84928.02      69668.01      23980.00       6158.00       3176.00
NLD  2006     185056.98      82876.99      69127.00      23679.99       6257.00       3115.99
NLD  2007     181336.00      81905.01      66842.00      23456.00       6175.01       2958.00
NLD  2008     184633.97      83334.97      68144.01      24021.01       6252.01       2882.00
NLD  2009     184914.99      85242.02      66819.00      23810.01       6202.00       2842.00
NOR  1967      66127.00      24627.23      20326.18      12257.20       5588.24       3328.21
NOR  1968      67340.02      26269.64      20508.66      12052.57       5340.57       3168.59
NOR  1969      67731.97      26325.97      20995.99      11966.01       5257.99       3186.01
NOR  1970      64558.98      25925.40      20323.37      11024.46       4609.39       2676.40
NOR  1971      65545.99      26948.44      20895.38      10831.37       4406.37       2464.37
NOR  1972      64258.99      26655.98      21277.99      10181.03       3968.97       2175.01
NOR  1973      61205.95      25603.62      20755.56       9565.59       3426.62       1854.59
NOR  1974      59602.96      25059.99      20935.98       9015.97       2982.97       1607.98
NOR  1975      56342.95      24153.99      20249.01       8103.98       2505.99       1329.99
NOR  1976      53472.99      23142.80      19187.79       7638.80       2282.78       1220.78
NOR  1977      50875.95      21770.60      18804.62       7258.59       2029.60       1012.61
NOR  1978      51749.00      21706.01      19410.00       7626.03       2069.97        937.03
NOR  1979      51578.99      21446.79      19204.81       7849.82       2139.77        937.82
NOR  1980      51038.97      21389.58      19008.59       7707.59       2068.60        864.59
NOR  1981      50705.98      21431.00      18453.03       7862.94       2113.05        846.02
NOR  1982      51244.03      21526.99      18487.00       8193.01       2143.02        894.03
NOR  1983      49937.00      20862.02      17908.99       8169.02       2140.01        857.00
NOR  1984      50274.01      21309.54      18035.64       7970.61       2089.60        868.56
NOR  1985      51125.97      22184.83      17869.82       8059.79       2155.81        855.79
NOR  1986      52513.03      23286.43      18265.43       8098.38       2071.36        791.44
NOR  1987      54017.99      23391.41      19320.45       8400.36       2083.42        822.40
NOR  1988      57517.96      25295.02      20076.00       9040.99       2280.02        826.00
NOR  1989      59303.00      25721.38      20697.40       9654.39       2374.39        855.37
NOR  1990      60938.01      26093.00      21235.00      10154.96       2518.00        936.98
NOR  1991      60806.97      26058.39      20893.40      10245.39       2689.38        920.36
NOR  1992      60108.02      25179.20      21225.21      10025.20       2657.23       1021.16
NOR  1993      59676.99      24509.83      21339.80      10015.77       2832.83        978.80
NOR  1994      60092.02      24326.60      21842.59      10104.61       2788.61       1029.60
NOR  1995      60286.99      24301.94      21989.00      10336.03       2633.00       1026.99
NOR  1996      60923.99      24463.03      22113.00      10625.99       2697.03       1025.02
NOR  1997      59795.93      23753.19      21659.18      10608.19       2728.18       1047.22
NOR  1998      58349.95      23486.37      21075.39      10176.38       2597.41       1014.40
NOR  1999      59297.96      23900.96      21249.99      10338.95       2754.00       1054.00
NOR  2000      59233.99      23860.96      21258.02      10265.99       2759.00       1090.00
NOR  2001      56695.97      22962.99      20537.98       9612.98       2522.96       1059.00
NOR  2002      55434.03      22593.04      20376.97       9025.98       2425.00       1013.00
NOR  2003      56457.99      23270.98      20439.01       9291.95       2422.98       1032.96
NOR  2004      56950.94      23795.95      20465.99       9283.02       2425.95        980.00
NOR  2005      56755.99      23629.95      20598.01       9164.00       2400.98        962.99
NOR  2006      58544.99      24738.99      21393.98       9025.96       2375.99       1010.00
NOR  2007      58458.97      24651.00      21200.01       9260.01       2383.99        964.00
NOR  2008      60496.98      26293.01      21404.98       9354.97       2413.99       1030.01
NOR  2009      61806.99      26763.01      22183.98       9424.99       2397.01       1037.98
PRT  1959     213062.01      70800.26      43800.98      30312.51      20527.00      47621.28
PRT  1960     213895.04      72084.85      44813.83      29270.80      20300.83      47424.82
PRT  1961     217515.99      71413.49      45582.01      29981.96      21056.96      49481.50
PRT  1962     220199.99      71861.98      46989.99      30294.02      20645.99      50408.03
PRT  1963     212152.03      66510.04      46456.00      30410.03      20230.00      48546.01
PRT  1964     217136.01      68030.98      46655.97      30516.03      22063.05      49869.97
PRT  1965     210299.03      67937.20      45266.25      29241.20      20056.22      47798.17
PRT  1966     206939.95      65652.20      46007.22      28410.15      19641.21      47229.22
PRT  1967     202060.99      66503.98      45400.03      26606.01      18286.00      45265.01
PRT  1968     194962.05      65725.99      44325.00      25290.95      16843.01      42777.00
PRT  1969     189739.02      64246.22      44536.22      24509.19      15896.23      40551.24
PRT  1970     180690.00      63710.98      43288.01      22863.03      14626.97      36200.99
PRT  1971     181242.99      65694.99      44669.99      22804.02      13783.99      34289.99
PRT  1972     174685.00      65238.05      43916.05      21705.03      12773.97      31051.96
PRT  1973     172324.01      64890.01      43600.98      21671.94      12575.02      29585.95
PRT  1974     171978.96      67077.40      44501.41      21273.39      11879.39      27247.43
PRT  1975     179648.00      74147.43      48664.40      21007.36      11052.40      24776.37
PRT  1976     186711.98      87631.99      47618.02      19859.98      10341.96      21259.99
PRT  1977     181063.98      85818.98      49495.00      18490.96       9142.97      18116.00
PRT  1978     167467.01      77701.60      49236.57      17270.61       8138.55      15119.62
PRT  1979     160311.01      71488.04      50474.04      17367.01       7936.05      13046.02
PRT  1980     158308.97      71881.70      49547.64      17328.90       7648.92      11901.79
PRT  1981     152071.02      67282.17      49711.16      17174.00       7250.79      10652.82
PRT  1982     151001.98      68059.67      49001.65      17162.82       7138.01       9639.80
PRT  1983     144295.94      65684.54      46401.50      16543.96       6761.99       8903.97
PRT  1984     142782.94      66175.02      45239.95      16385.97       6772.00       8210.00
PRT  1985     130449.97      61269.01      40823.95      14900.00       6109.99       7347.00
PRT  1986     126715.00      60415.68      39690.67      14049.00       5857.63       6701.97
PRT  1987     123179.02      59209.20      39013.24      13380.20       5472.20       6104.18
PRT  1988     122093.00      60904.80      38387.80      12415.80       5028.79       5355.80
PRT  1989     118482.99      60454.00      36812.02      11757.01       4581.99       4877.98
PRT  1990     116320.98      59776.39      36821.41      11286.39       4207.37       4229.35
PRT  1991     116298.98      60248.61      37111.60      11078.60       3964.58       3895.58
PRT  1992     114924.02      59902.04      36896.02      10767.02       3776.98       3582.02
PRT  1993     113960.02      60327.24      36395.18      10396.18       3659.21       3182.23
PRT  1994     109226.93      57830.85      34755.80      10089.81       3575.80       2974.80
PRT  1995     107096.97      56599.56      34594.60       9858.58       3170.60       2873.56
PRT  1996     110260.99      58143.62      36331.62       9939.60       3257.58       2588.57
PRT  1997     112932.96      59365.00      37653.01      10278.01       3201.99       2435.02
PRT  1998     113384.00      59216.97      38497.99      10383.02       3071.99       2213.99
PRT  1999     116002.00      62840.78      38356.81      10046.82       2872.84       1884.81
PRT  2000     120008.00      65267.19      40000.16      10186.21       2799.19       1755.20
PRT  2001     112773.96      59963.18      38616.22       9890.20       2663.18       1641.16
PRT  2002     114382.99      62001.97      38238.03       9801.01       2680.02       1662.01
PRT  2003     112514.96      61023.42      37658.42       9724.39       2702.35       1406.38
PRT  2004     109297.94      58394.58      36980.63       9739.55       2735.59       1447.62
PRT  2005     109398.95      58629.60      37504.57       9531.57       2424.58       1308.57
PRT  2006     105448.95      56509.37      36456.06       8991.87       2360.24       1131.32
PRT  2007     102491.96      54687.93      35858.55       8753.93       2348.87        842.47
PRT  2008     104594.06      55390.19      36711.55       9157.53       2328.31       1006.29
PRT  2009      99490.97      53432.74      34815.49       8412.48       2098.08        732.18
PRT  2010     101381.00      53577.00      35804.00       8843.00       2164.00        993.00
PRT  2011      96856.00      51390.78      34252.28       8291.11       1996.61        925.19
PRT  2012      89841.00      48861.88      30554.58       7743.95       1873.22        807.33
RUS  1959    2796227.99    1174008.91     782294.32     377693.05     200245.90     261985.69
RUS  1960    2782352.98    1150154.33     793627.70     382169.65     197610.26     258791.15
RUS  1961    2662135.00    1133496.82     759330.35     350853.87     179398.34     239055.51
RUS  1962    2482539.01    1044950.28     723667.03     324834.40     166162.14     222925.12
RUS  1963    2331504.99     955485.18     701644.86     309773.55     153686.47     210914.98
RUS  1964    2121994.00     875407.00     642358.78     271892.01     137374.11     194962.06
RUS  1965    1990519.98     808127.26     608239.45     255633.43     130754.86     187764.95
RUS  1966    1957762.98     805395.59     600430.19     244082.09     124153.99     183701.06
RUS  1967    1851041.00     793812.81     565242.75     216392.11     108878.22     166715.19
RUS  1968    1816508.93     813327.94     544229.11     199998.54     100470.70     158482.63
RUS  1969    1847592.03     871902.02     556033.99     188238.32      90395.63     141022.07
RUS  1970    1903712.98     970320.07     545610.44     178396.26      79989.55     129396.66
RUS  1971    1974636.99    1030756.07     573542.30     176015.82      77161.36     117161.46
RUS  1972    2014638.02    1059323.01     601788.94     170949.17      71457.05     111119.79
RUS  1973    1994621.02    1058814.18     605315.55     163269.81      65254.44     101967.00
RUS  1974    2079812.02    1118110.28     636653.40     164002.69      63699.11      97346.44
RUS  1975    2106147.03    1137516.20     658041.45     159061.22      62103.63      89424.45
RUS  1976    2146711.01    1161672.73     684583.64     158966.42      58182.72      83305.51
RUS  1977    2156724.03    1161421.05     705044.74     159014.86      55194.78      76048.54
RUS  1978    2179030.04    1181092.03     719310.76     158183.30      52122.17      68321.75
RUS  1979    2178542.00    1188251.41     720866.43     155894.05      50562.39      62967.70
RUS  1980    2202778.97    1191486.86     748754.46     157219.50      48639.51      56678.64
RUS  1981    2236608.01    1157890.37     800110.40     171452.97      51478.12      55676.18
RUS  1982    2328044.03    1142292.82     873088.62     199572.31      57269.40      55820.84
RUS  1983    2478321.98    1131721.75     988535.65     236193.87      64060.11      57810.63
RUS  1984    2409614.02    1109743.45     935107.72     243296.24      65014.97      56451.61
